,doc_id,token,bow
324,BD0145EN,use,1
325,BD0145EN,course,3
326,BD0145EN,learning,1
327,BD0145EN,understand,1
328,BD0145EN,using,1
329,BD0145EN,big,11
330,BD0145EN,familiar,1
331,BD0145EN,provides,1
332,BD0145EN,syntax,1
333,BD0145EN,server,1
334,BD0145EN,get,1
335,BD0145EN,working,1
336,BD0145EN,access,1
337,BD0145EN,methods,1
338,BD0145EN,another,1
339,BD0145EN,applying,1
340,BD0145EN,architecture,1
341,BD0145EN,chance,1
342,BD0145EN,common,1
343,BD0145EN,connect,1
344,BD0145EN,cover,1
345,BD0145EN,curve,1
346,BD0145EN,different,2
347,BD0145EN,easy,1
348,BD0145EN,exercises,1
349,BD0145EN,existing,1
350,BD0145EN,explain,1
351,BD0145EN,file,1
352,BD0145EN,formats,2
353,BD0145EN,hadoop,2
354,BD0145EN,help,1
355,BD0145EN,lab,1
356,BD0145EN,list,1
357,BD0145EN,load,1
358,BD0145EN,orc,1
359,BD0145EN,parquet,1
360,BD0145EN,proprietary,1
361,BD0145EN,relational,1
362,BD0145EN,sample,1
363,BD0145EN,schemas,1
364,BD0145EN,see,1
365,BD0145EN,show,2
366,BD0145EN,sql,13
367,BD0145EN,storage,1
368,BD0145EN,supported,1
369,BD0145EN,table,1
370,BD0145EN,tool,1
371,BD0145EN,types,1
372,BD0145EN,work,3
373,BD0145EN,‚äì,1
374,HCC105EN,ai,2
375,HCC105EN,cloud,2
376,HCC105EN,conference,2
377,HCC105EN,lab,1
378,HCC105EN,hybrid,2
379,HCC105EN,pipelines,2
380,DE0205EN,data,1
381,DE0205EN,course,1
382,DE0205EN,dataops,1
383,DE0205EN,methodology,1
384,DE0205EN,ops,1
385,DS0132EN,ai,2
386,DS0132EN,data,2
387,DS0132EN,introduce,1
388,DS0132EN,journey,1
389,DS0132EN,jumpstart,1
390,OS0101EN,learn,1
391,OS0101EN,course,1
392,OS0101EN,open,3
393,OS0101EN,introduction,1
394,OS0101EN,project,1
395,OS0101EN,concepts,1
396,OS0101EN,contribute,1
397,OS0101EN,introduces,1
398,OS0101EN,key,1
399,OS0101EN,processes,1
400,OS0101EN,software,1
401,OS0101EN,source,3
402,OS0101EN,tools,1
403,DS0201EN,data,4
404,DS0201EN,science,2
405,DS0201EN,cloudpak,2
406,DS0201EN,end,4
407,BENTEST4,ai,2
408,BENTEST4,learn,1
409,BENTEST4,deep,1
410,BENTEST4,including,1
411,BENTEST4,learning,2
412,BENTEST4,machine,1
413,BENTEST4,networks,1
414,BENTEST4,neural,1
415,BENTEST4,basics,1
416,BENTEST4,concepts,1
417,BENTEST4,key,1
418,BENTEST4,applications,1
419,BENTEST4,artificial,1
420,BENTEST4,everyone,1
421,BENTEST4,intelligence,1
422,BENTEST4,master,1
423,BENTEST4,understanding,1
424,CC0210EN,cloud,1
425,CC0210EN,course,1
426,CC0210EN,designed,1
427,CC0210EN,using,1
428,CC0210EN,computing,2
429,CC0210EN,develop,1
430,CC0210EN,essentials,1
431,CC0210EN,applications,1
432,CC0210EN,composed,1
433,CC0210EN,coupled,1
434,CC0210EN,functions,2
435,CC0210EN,include,1
436,CC0210EN,microservice,1
437,CC0210EN,serverless,3
438,CC0210EN,teach,1
439,PA0103EN,learning,1
440,PA0103EN,machine,1
441,PA0103EN,customer,2
442,PA0103EN,moddels,1
443,PA0103EN,predict,1
444,PA0103EN,predicting,1
445,PA0103EN,satisfaction,1
446,PA0103EN,satisfactions,1
447,HCC104EN,cloud,2
448,HCC104EN,conference,2
449,HCC104EN,lab,2
450,HCC104EN,hybrid,2
451,HCC104EN,serverless,2
452,GPXX0A1YEN,data,1
453,GPXX0A1YEN,use,1
454,GPXX0A1YEN,microservices,2
455,GPXX0A1YEN,java,1
456,GPXX0A1YEN,user,1
457,GPXX0A1YEN,bean,1
458,GPXX0A1YEN,constraints,1
459,GPXX0A1YEN,input,1
460,GPXX0A1YEN,javabeans,1
461,GPXX0A1YEN,validate,1
462,GPXX0A1YEN,validating,1
463,GPXX0A1YEN,validation,1
464,TMP0105EN,build,1
465,TMP0105EN,cloud,1
466,TMP0105EN,data,5
467,TMP0105EN,program,1
468,TMP0105EN,use,1
469,TMP0105EN,complex,1
470,TMP0105EN,large,1
471,TMP0105EN,processing,3
472,TMP0105EN,reduce,2
473,TMP0105EN,supports,1
474,TMP0105EN,apache,2
475,TMP0105EN,cluster,1
476,TMP0105EN,computing,1
477,TMP0105EN,provides,1
478,TMP0105EN,spark,7
479,TMP0105EN,application,1
480,TMP0105EN,open,1
481,TMP0105EN,development,1
482,TMP0105EN,iterative,1
483,TMP0105EN,started,1
484,TMP0105EN,analytics,2
485,TMP0105EN,python,1
486,TMP0105EN,access,1
487,TMP0105EN,java,1
488,TMP0105EN,hadoop,1
489,TMP0105EN,sql,1
490,TMP0105EN,source,1
491,TMP0105EN,algorithms,1
492,TMP0105EN,alternative,1
493,TMP0105EN,amounts,1
494,TMP0105EN,apis,1
495,TMP0105EN,built,1
496,TMP0105EN,cassandra,1
497,TMP0105EN,combines,1
498,TMP0105EN,diverse,1
499,TMP0105EN,ease,2
500,TMP0105EN,engine,1
501,TMP0105EN,getting,1
502,TMP0105EN,handle,1
503,TMP0105EN,hbase,1
504,TMP0105EN,hdfs,1
505,TMP0105EN,interactive,1
506,TMP0105EN,latency,1
507,TMP0105EN,lightning,1
508,TMP0105EN,low,1
509,TMP0105EN,makers,1
510,TMP0105EN,map,2
511,TMP0105EN,memory,1
512,TMP0105EN,mesos,1
513,TMP0105EN,mining,1
514,TMP0105EN,performs,1
515,TMP0105EN,range,1
516,TMP0105EN,requires,1
517,TMP0105EN,runs,1
518,TMP0105EN,s3,1
519,TMP0105EN,scala,1
520,TMP0105EN,scenarios,1
521,TMP0105EN,sources,1
522,TMP0105EN,speed,2
523,TMP0105EN,speeds,1
524,TMP0105EN,standalone,1
525,TMP0105EN,streaming,1
526,TMP0105EN,times,1
527,TMP0105EN,top,1
528,TMP0105EN,typical,1
529,TMP0105EN,wide,1
530,PA0107EN,learning,1
531,PA0107EN,machine,1
532,PA0107EN,models,1
533,PA0107EN,using,1
534,PA0107EN,predict,1
535,PA0107EN,predicting,1
536,PA0107EN,company,2
537,PA0107EN,financial,2
538,PA0107EN,performance,2
539,DB0113EN,course,1
540,DB0113EN,database,1
541,DB0113EN,fundamentals,1
542,DB0113EN,db2,2
543,PA0109EN,using,2
544,PA0109EN,analysis,2
545,PA0109EN,methods,2
546,PA0109EN,clustering,2
547,PA0109EN,investment,2
548,PA0109EN,portfolio,2
549,PHPM002EN,apache,1
550,PHPM002EN,application,1
551,PHPM002EN,server,2
552,PHPM002EN,database,1
553,PHPM002EN,web,1
554,PHPM002EN,creation,1
555,PHPM002EN,lamp,1
556,PHPM002EN,linux,1
557,PHPM002EN,mysql,1
558,PHPM002EN,php,2
559,PHPM002EN,scripting,1
560,PHPM002EN,stack,1
561,PHPM002EN,tutorial,1
562,PHPM002EN,ubuntu,1
563,PHPM002EN,virtual,1
564,PHPM002EN,walks,1
565,GPXX03HFEN,popular,1
566,GPXX03HFEN,using,1
567,GPXX03HFEN,project,1
568,GPXX03HFEN,hands,1
569,GPXX03HFEN,fundamentals,1
570,GPXX03HFEN,game,1
571,GPXX03HFEN,javascript,2
572,GPXX03HFEN,language,1
573,GPXX03HFEN,paper,2
574,GPXX03HFEN,programming,1
575,GPXX03HFEN,recreating,1
576,GPXX03HFEN,rock,2
577,GPXX03HFEN,scissors,2
578,RP0103,data,2
579,RP0103,analyze,1
580,RP0103,course,1
581,RP0103,power,1
582,RP0103,using,1
583,RP0103,r,2
584,RP0103,database,1
585,RP0103,access,1
586,RP0103,connect,1
587,RP0103,relational,2
588,RP0103,show,1
589,RP0103,teach,1
590,RP0103,databases,3
591,RP0103,intent,1
592,RP0103,magic,1
593,RP0103,modify,1
594,RP0103,perform,1
595,RP0103,query,1
596,RP0103,simple,1
597,RP0103,unlock,1
598,RP0103,update,1
599,RP0103,visualizations,1
600,RP0103EN,cloud,1
601,RP0103EN,data,2
602,RP0103EN,use,1
603,RP0103EN,course,1
604,RP0103EN,system,1
605,RP0103EN,using,4
606,RP0103EN,analysis,1
607,RP0103EN,r,3
608,RP0103EN,server,1
609,RP0103EN,database,2
610,RP0103EN,teaches,1
611,RP0103EN,access,1
612,RP0103EN,relational,1
613,RP0103EN,db2,1
614,RP0103EN,databases,2
615,RP0103EN,perform,1
616,RP0103EN,acceleration,1
617,RP0103EN,blu,1
618,RP0103EN,c,1
619,RP0103EN,environment,1
620,RP0103EN,express,1
621,RP0103EN,focus,1
622,RP0103EN,interface,1
623,RP0103EN,mangement,1
624,RP0103EN,rdbms,1
625,RP0103EN,rodbc,1
626,RP0103EN,stored,1
627,BD0212EN,data,1
628,BD0212EN,take,1
629,BD0212EN,course,1
630,BD0212EN,distributed,1
631,BD0212EN,spark,3
632,BD0212EN,fundamentals,1
633,BD0212EN,concepts,1
634,BD0212EN,focus,1
635,BD0212EN,building,1
636,BD0212EN,critical,1
637,BD0212EN,exposes,1
638,BD0212EN,field,1
639,BD0212EN,foundational,1
640,BD0212EN,ii,1
641,BD0212EN,knowledge,1
642,BD0212EN,level,1
643,BD0212EN,move,1
644,BD0212EN,operations,1
645,BD0212EN,opportunity,1
646,BD0212EN,resilient,1
647,BD0212EN,set,1
648,BD0212EN,skills,1
649,BD0212EN,success,1
650,GPXX0IBEN,data,1
651,GPXX0IBEN,learn,1
652,GPXX0IBEN,using,1
653,GPXX0IBEN,analysis,1
654,GPXX0IBEN,apache,1
655,GPXX0IBEN,spark,1
656,GPXX0IBEN,science,1
657,GPXX0IBEN,basic,2
658,GPXX0IBEN,guided,1
659,GPXX0IBEN,project,1
660,GPXX0IBEN,calculate,1
661,GPXX0IBEN,descriptive,1
662,GPXX0IBEN,insurance,1
663,GPXX0IBEN,statistical,1
664,GPXX0IBEN,statistics,1
665,SECM03EN,cloud,1
666,SECM03EN,services,1
667,SECM03EN,use,1
668,SECM03EN,course,1
669,SECM03EN,ibm,1
670,SECM03EN,provides,1
671,SECM03EN,application,2
672,SECM03EN,security,3
673,SECM03EN,file,1
674,SECM03EN,concepts,1
675,SECM03EN,key,1
676,SECM03EN,end,2
677,SECM03EN,walks,1
678,SECM03EN,available,1
679,SECM03EN,catalog,1
680,SECM03EN,cloud‚ñ¢,1
681,SECM03EN,practice,1
682,SECM03EN,put,1
683,SECM03EN,sharing,1
684,SECM03EN,together,1
685,SC0103EN,build,1
686,SC0103EN,data,1
687,SC0103EN,take,1
688,SC0103EN,course,2
689,SC0103EN,datasets,1
690,SC0103EN,large,1
691,SC0103EN,learning,1
692,SC0103EN,machine,1
693,SC0103EN,processing,2
694,SC0103EN,apache,1
695,SC0103EN,scale,1
696,SC0103EN,spark,8
697,SC0103EN,analytics,2
698,SC0103EN,fundamentals,1
699,SC0103EN,cover,1
700,SC0103EN,sql,1
701,SC0103EN,applications,1
702,SC0103EN,understanding,2
703,SC0103EN,apis,1
704,SC0103EN,built,1
705,SC0103EN,engine,1
706,SC0103EN,scala,2
707,SC0103EN,streaming,1
708,SC0103EN,perform,1
709,SC0103EN,ii,1
710,SC0103EN,advanced,1
711,SC0103EN,analytics‚äù,1
712,SC0103EN,associated,1
713,SC0103EN,came,1
714,SC0103EN,class,1
715,SC0103EN,core,1
716,SC0103EN,courses,1
717,SC0103EN,dataframe,1
718,SC0103EN,dataframes,1
719,SC0103EN,ecosystem,1
720,SC0103EN,establish,1
721,SC0103EN,finished,1
722,SC0103EN,general,1
723,SC0103EN,graph,1
724,SC0103EN,history,1
725,SC0103EN,leverage,1
726,SC0103EN,meant,1
727,SC0103EN,modules,1
728,SC0103EN,overview,3
729,SC0103EN,prepared,1
730,SC0103EN,rdd,1
731,SC0103EN,rdds,1
732,SC0103EN,recommend,1
733,SC0103EN,spark‚ñ¢,1
734,SC0103EN,student,1
735,SC0103EN,students,1
736,SC0103EN,topics,1
737,SC0103EN,‚,1
738,GPXX0YXHEN,learn,1
739,GPXX0YXHEN,use,1
740,GPXX0YXHEN,using,1
741,GPXX0YXHEN,application,2
742,GPXX0YXHEN,liberty,1
743,GPXX0YXHEN,open,1
744,GPXX0YXHEN,docker,1
745,GPXX0YXHEN,test,1
746,GPXX0YXHEN,container,1
747,GPXX0YXHEN,testing,3
748,GPXX0YXHEN,microprofile,2
749,GPXX0YXHEN,ee,2
750,GPXX0YXHEN,jakarta,2
751,GPXX0YXHEN,microshed,2
752,RP0151EN,data,3
753,RP0151EN,course,2
754,RP0151EN,including,1
755,RP0151EN,power,1
756,RP0151EN,using,1
757,RP0151EN,analysis,1
758,RP0151EN,r,5
759,RP0151EN,users,2
760,RP0151EN,open,1
761,RP0151EN,introduction,1
762,RP0151EN,day,2
763,RP0151EN,science,1
764,RP0151EN,first,1
765,RP0151EN,basics,1
766,RP0151EN,source,1
767,RP0151EN,master,1
768,RP0151EN,language,2
769,RP0151EN,programming,1
770,RP0151EN,knowledge,1
771,RP0151EN,statistics,1
772,RP0151EN,leverage,1
773,RP0151EN,activities,1
774,RP0151EN,beautiful,1
775,RP0151EN,becoming,1
776,RP0151EN,completing,1
777,RP0151EN,every,1
778,RP0151EN,factors,1
779,RP0151EN,frames,1
780,RP0151EN,free,1
781,RP0151EN,gained,1
782,RP0151EN,grows,1
783,RP0151EN,increasing,1
784,RP0151EN,leading,1
785,RP0151EN,lists,1
786,RP0151EN,million,1
787,RP0151EN,number,2
788,RP0151EN,online,1
789,RP0151EN,organizations,1
790,RP0151EN,ready,1
791,RP0151EN,today,1
792,RP0151EN,undertake,1
793,RP0151EN,worldwide,1
794,RP0151EN,year,1
795,TA0105,data,1
796,TA0105,analyze,1
797,TA0105,learning,1
798,TA0105,machine,1
799,TA0105,models,1
800,TA0105,using,1
801,TA0105,analytics,2
802,TA0105,text,2
803,SW0201EN,ai,1
804,SW0201EN,apps,1
805,SW0201EN,build,2
806,SW0201EN,developer,1
807,SW0201EN,learn,1
808,SW0201EN,swift,3
809,SW0201EN,watson,1
810,SW0201EN,platform,1
811,SW0201EN,microservices,1
812,SW0201EN,using,1
813,SW0201EN,server,1
814,SW0201EN,money,1
815,SW0201EN,world,1
816,SW0201EN,apis,1
817,SW0201EN,stack,1
818,SW0201EN,cool,1
819,SW0201EN,expose,1
820,SW0201EN,full,1
821,SW0201EN,make,1
822,SW0201EN,mobile,1
823,SW0201EN,monetize,1
824,SW0201EN,side,1
825,TMP0106,data,3
826,TMP0106,big,1
827,TMP0106,bootcamp,2
828,TMP0106,day,1
829,TMP0106,intensive,1
830,TMP0106,multi,1
831,TMP0106,offered,1
832,TMP0106,person,1
833,TMP0106,science,2
834,TMP0106,university,1
835,GPXX0BUBEN,learn,1
836,GPXX0BUBEN,using,2
837,GPXX0BUBEN,apache,2
838,GPXX0BUBEN,spark,2
839,GPXX0BUBEN,company,1
840,GPXX0BUBEN,calculate,1
841,GPXX0BUBEN,insurance,2
842,GPXX0BUBEN,assessment,1
843,GPXX0BUBEN,carlo,1
844,GPXX0BUBEN,method,2
845,GPXX0BUBEN,monte,1
846,GPXX0BUBEN,montecarlo,1
847,GPXX0BUBEN,probability,1
848,GPXX0BUBEN,risk,1
849,GPXX0BUBEN,ruin,1
850,ST0201EN,basic,1
851,ST0201EN,methods,1
852,ST0201EN,statistical,1
853,ST0201EN,statistics,2
854,ST0201EN,courses,1
855,ST0201EN,anlysis,1
856,ST0201EN,teaching,1
857,ST0301EN,methods,1
858,ST0301EN,statistical,1
859,ST0301EN,statistics,2
860,ST0301EN,advanced,1
861,ST0301EN,courses,1
862,ST0301EN,anlysis,1
863,ST0301EN,teaching,1
864,SW0101EN,ai,2
865,SW0101EN,apps,2
866,SW0101EN,build,2
867,SW0101EN,cloud,1
868,SW0101EN,recognize,1
869,SW0101EN,services,2
870,SW0101EN,swift,1
871,SW0101EN,watson,2
872,SW0101EN,analyze,1
873,SW0101EN,using,1
874,SW0101EN,text,2
875,SW0101EN,mobile,1
876,SW0101EN,convert,1
877,SW0101EN,emotion,1
878,SW0101EN,ios,1
879,SW0101EN,photo,1
880,SW0101EN,sentiment,1
881,SW0101EN,speech,1
882,SW0101EN,three,1
883,TMP0101EN,data,1
884,TMP0101EN,analyze,1
885,TMP0101EN,learning,1
886,TMP0101EN,machine,1
887,TMP0101EN,models,1
888,TMP0101EN,using,1
889,TMP0101EN,analysis,1
890,TMP0101EN,analytics,1
891,TMP0101EN,text,2
892,TMP0101EN,various,1
893,DW0101EN,build,1
894,DW0101EN,node,1
895,DW0101EN,red,1
896,DW0101EN,learning,2
897,DW0101EN,machine,2
898,DW0101EN,models,2
899,DW0101EN,training,1
900,DW0101EN,introduction,1
901,DW0101EN,creating,1
902,DW0101EN,get,1
903,DW0101EN,hands,1
904,DW0101EN,sound,2
905,DW0101EN,web,1
906,DW0101EN,predict,1
907,DW0101EN,simple,1
908,DW0101EN,add,1
909,DW0101EN,animal,2
910,DW0101EN,barking,1
911,DW0101EN,cat,1
912,DW0101EN,dog,1
913,DW0101EN,experience,1
914,DW0101EN,identify,1
915,DW0101EN,image,1
916,DW0101EN,integrate,1
917,DW0101EN,making,1
918,DW0101EN,page,1
919,DW0101EN,purring,1
920,DW0101EN,recognition,1
921,DW0101EN,specific,1
922,DW0101EN,visual,1
923,BD0143EN,data,3
924,BD0143EN,read,1
925,BD0143EN,use,1
926,BD0143EN,course,2
927,BD0143EN,system,1
928,BD0143EN,time,2
929,BD0143EN,client,2
930,BD0143EN,using,1
931,BD0143EN,api,1
932,BD0143EN,big,2
933,BD0143EN,used,2
934,BD0143EN,open,1
935,BD0143EN,database,1
936,BD0143EN,access,1
937,BD0143EN,architecture,1
938,BD0143EN,cover,1
939,BD0143EN,hadoop,1
940,BD0143EN,concepts,1
941,BD0143EN,introduces,1
942,BD0143EN,source,1
943,BD0143EN,hbase,8
944,BD0143EN,perform,1
